 5.75439937e+05 -1.10561642e+02  5.75439937e+05 -1.15322785e+00  5.75439937e+05 -9.16505113e+01  5.75439937e+05 -9.37459059e-03  5.75439937e+05 -5.68008572e+01 
 5.88843655e+05 -1.10265725e+02  5.88843655e+05 -1.15240947e+00  5.88843655e+05 -9.13466211e+01  5.88843655e+05 -9.16694093e-03  5.88843655e+05 -5.68725535e+01 
 6.02559586e+05 -1.09968748e+02  6.02559586e+05 -1.15183770e+00  6.02559586e+05 -9.10417809e+01  6.02559586e+05 -8.95431054e-03  6.02559586e+05 -5.69472632e+01 
 6.16595002e+05 -1.09670768e+02  6.16595002e+05 -1.15151873e+00  6.16595002e+05 -9.07360538e+01  6.16595002e+05 -8.73677248e-03  6.16595002e+05 -5.70251016e+01 
 6.30957344e+05 -1.09371845e+02  6.30957344e+05 -1.15145852e+00  6.30957344e+05 -9.04295045e+01  6.30957344e+05 -8.51441686e-03  6.30957344e+05 -5.71061876e+01 
 6.45654229e+05 -1.09072038e+02  6.45654229e+05 -1.15166278e+00  6.45654229e+05 -9.01221990e+01  6.45654229e+05 -8.28735149e-03  6.45654229e+05 -5.71906441e+01 
 6.60693448e+05 -1.08771411e+02  6.60693448e+05 -1.15213695e+00  6.60693448e+05 -8.98142045e+01  6.60693448e+05 -8.05570256e-03  6.60693448e+05 -5.72785978e+01 
 6.76082975e+05 -1.08470027e+02  6.76082975e+05 -1.15288621e+00  6.76082975e+05 -8.95055893e+01  6.76082975e+05 -7.81961526e-03  6.76082975e+05 -5.73701800e+01 
 6.91830971e+05 -1.08167950e+02  6.91830971e+05 -1.15391548e+00  6.91830971e+05 -8.91964224e+01  6.91830971e+05 -7.57925428e-03  6.91830971e+05 -5.74655261e+01 
 7.07945784e+05 -1.07865248e+02  7.07945784e+05 -1.15522939e+00  7.07945784e+05 -8.88867736e+01  7.07945784e+05 -7.33480426e-03  7.07945784e+05 -5.75647760e+01 
 7.24435960e+05 -1.07561987e+02  7.24435960e+05 -1.15683229e+00  7.24435960e+05 -8.85767135e+01  7.24435960e+05 -7.08647011e-03  7.24435960e+05 -5.76680744e+01 
 7.41310241e+05 -1.07258235e+02  7.41310241e+05 -1.15872827e+00  7.41310241e+05 -8.82663128e+01  7.41310241e+05 -6.83447731e-03  7.41310241e+05 -5.77755708e+01 
 7.58577575e+05 -1.06954061e+02  7.58577575e+05 -1.16092112e+00  7.58577575e+05 -8.79556425e+01  7.58577575e+05 -6.57907198e-03  7.58577575e+05 -5.78874196e+01 
 7.76247117e+05 -1.06649534e+02  7.76247117e+05 -1.16341438e+00  7.76247117e+05 -8.76447740e+01  7.76247117e+05 -6.32052092e-03  7.76247117e+05 -5.80037809e+01 
 7.94328235e+05 -1.06344723e+02  7.94328235e+05 -1.16621129e+00  7.94328235e+05 -8.73337785e+01  7.94328235e+05 -6.05911146e-03  7.94328235e+05 -5.81248201e+01 
 8.12830516e+05 -1.06039697e+02  8.12830516e+05 -1.16931483e+00  8.12830516e+05 -8.70227271e+01  8.12830516e+05 -5.79515121e-03  8.12830516e+05 -5.82507083e+01 
 8.31763771e+05 -1.05734528e+02  8.31763771e+05 -1.17272774e+00  8.31763771e+05 -8.67116906e+01  8.31763771e+05 -5.52896768e-03  8.31763771e+05 -5.83816231e+01 
 8.51138038e+05 -1.05429283e+02  8.51138038e+05 -1.17645246e+00  8.51138038e+05 -8.64007398e+01  8.51138038e+05 -5.26090765e-03  8.51138038e+05 -5.85177482e+01 
 8.70963590e+05 -1.05124033e+02  8.70963590e+05 -1.18049123e+00  8.70963590e+05 -8.60899446e+01  8.70963590e+05 -4.99133655e-03  8.70963590e+05 -5.86592741e+01 
 8.91250938e+05 -1.04818848e+02  8.91250938e+05 -1.18484600e+00  8.91250938e+05 -8.57793745e+01  8.91250938e+05 -4.72063753e-03  8.91250938e+05 -5.88063985e+01 
 9.12010839e+05 -1.04513795e+02  9.12010839e+05 -1.18951852e+00  9.12010839e+05 -8.54690987e+01  9.12010839e+05 -4.44921046e-03  9.12010839e+05 -5.89593267e+01 
 9.33254301e+05 -1.04208943e+02  9.33254301e+05 -1.19451031e+00  9.33254301e+05 -8.51591852e+01  9.33254301e+05 -4.17747077e-03  9.33254301e+05 -5.91182716e+01 
 9.54992586e+05 -1.03904361e+02  9.54992586e+05 -1.19982267e+00  9.54992586e+05 -8.48497016e+01  9.54992586e+05 -3.90584810e-03  9.54992586e+05 -5.92834548e+01 
 9.77237221e+05 -1.03600115e+02  9.77237221e+05 -1.20545670e+00  9.77237221e+05 -8.45407145e+01  9.77237221e+05 -3.63478487e-03  9.77237221e+05 -5.94551063e+01 
 1.00000000e+06 -1.03296271e+02  1.00000000e+06 -1.21141331e+00  1.00000000e+06 -8.42322898e+01  1.00000000e+06 -3.36473460e-03  1.00000000e+06 -5.96334657e+01 
 1.02329299e+06 -1.02992896e+02  1.02329299e+06 -1.21769323e+00  1.02329299e+06 -8.39244924e+01  1.02329299e+06 -3.09616025e-03  1.02329299e+06 -5.98187820e+01 
 1.04712855e+06 -1.02690055e+02  1.04712855e+06 -1.22429701e+00  1.04712855e+06 -8.36173862e+01  1.04712855e+06 -2.82953230e-03  1.04712855e+06 -6.00113142e+01 
 1.07151931e+06 -1.02387811e+02  1.07151931e+06 -1.23122506e+00  1.07151931e+06 -8.33110344e+01  1.07151931e+06 -2.56532682e-03  1.07151931e+06 -6.02113319e+01 
 1.09647820e+06 -1.02086228e+02  1.09647820e+06 -1.23847762e+00  1.09647820e+06 -8.30054992e+01  1.09647820e+06 -2.30402340e-03  1.09647820e+06 -6.04191154e+01 
 1.12201845e+06 -1.01785369e+02  1.12201845e+06 -1.24605479e+00  1.12201845e+06 -8.27008416e+01  1.12201845e+06 -2.04610301e-03  1.12201845e+06 -6.06349560e+01 
 1.14815362e+06 -1.01485294e+02  1.14815362e+06 -1.25395656e+00  1.14815362e+06 -8.23971220e+01  1.14815362e+06 -1.79204581e-03  1.14815362e+06 -6.08591559e+01 
 1.17489755e+06 -1.01186064e+02  1.17489755e+06 -1.26218277e+00  1.17489755e+06 -8.20943998e+01  1.17489755e+06 -1.54232893e-03  1.17489755e+06 -6.10920278e+01 
 1.20226443e+06 -1.00887740e+02  1.20226443e+06 -1.27073318e+00  1.20226443e+06 -8.17927334e+01  1.20226443e+06 -1.29742419e-03  1.20226443e+06 -6.13338950e+01 
 1.23026877e+06 -1.00590380e+02  1.23026877e+06 -1.27960741e+00  1.23026877e+06 -8.14921806e+01  1.23026877e+06 -1.05779586e-03  1.23026877e+06 -6.15850897e+01 
 1.25892541e+06 -1.00294042e+02  1.25892541e+06 -1.28880500e+00  1.25892541e+06 -8.11927980e+01  1.25892541e+06 -8.23898412e-04  1.25892541e+06 -6.18459517e+01 
 1.28824955e+06 -9.99987828e+01  1.28824955e+06 -1.29832539e+00  1.28824955e+06 -8.08946417e+01  1.28824955e+06 -5.96174324e-04  1.28824955e+06 -6.21168258e+01 
 1.31825674e+06 -9.97046598e+01  1.31825674e+06 -1.30816793e+00  1.31825674e+06 -8.05977669e+01  1.31825674e+06 -3.75051934e-04  1.31825674e+06 -6.23980579e+01 
 1.34896288e+06 -9.94117283e+01  1.34896288e+06 -1.31833190e+00  1.34896288e+06 -8.03022282e+01  1.34896288e+06 -1.60943380e-04  1.34896288e+06 -6.26899901e+01 
 1.38038426e+06 -9.91200430e+01  1.38038426e+06 -1.32881648e+00  1.38038426e+06 -8.00080794e+01  1.38038426e+06  4.57573613e-05  1.38038426e+06 -6.29929530e+01 
 1.41253754e+06 -9.88296582e+01  1.41253754e+06 -1.33962078e+00  1.41253754e+06 -7.97153737e+01  1.41253754e+06  2.44676325e-04  1.41253754e+06 -6.33072555e+01 
 1.44543977e+06 -9.85406274e+01  1.44543977e+06 -1.35074382e+00  1.44543977e+06 -7.94241638e+01  1.44543977e+06  4.35461271e-04  1.44543977e+06 -6.36331708e+01 
 1.47910839e+06 -9.82530033e+01  1.47910839e+06 -1.36218455e+00  1.47910839e+06 -7.91345015e+01  1.47910839e+06  6.17783248e-04  1.47910839e+06 -6.39709171e+01 
 1.51356125e+06 -9.79668380e+01  1.51356125e+06 -1.37394185e+00  1.51356125e+06 -7.88464384e+01  1.51356125e+06  7.91337997e-04  1.51356125e+06 -6.43206324e+01 
 1.54881662e+06 -9.76821831e+01  1.54881662e+06 -1.38601450e+00  1.54881662e+06 -7.85600255e+01  1.54881662e+06  9.55847176e-04  1.54881662e+06 -6.46823395e+01 
 1.58489319e+06 -9.73990895e+01  1.58489319e+06 -1.39840122e+00  1.58489319e+06 -7.82753131e+01  1.58489319e+06  1.11105940e-03  1.58489319e+06 -6.50559002e+01 
 1.62181010e+06 -9.71176073e+01  1.62181010e+06 -1.41110063e+00  1.62181010e+06 -7.79923512e+01  1.62181010e+06  1.25675110e-03  1.62181010e+06 -6.54409552e+01 
 1.65958691e+06 -9.68377862e+01  1.65958691e+06 -1.42411127e+00  1.65958691e+06 -7.77111892e+01  1.65958691e+06  1.39272716e-03  1.65958691e+06 -6.58368442e+01 
 1.69824365e+06 -9.65596751e+01  1.69824365e+06 -1.43743159e+00  1.69824365e+06 -7.74318761e+01  1.69824365e+06  1.51882136e-03  1.69824365e+06 -6.62425042e+01 
 1.73780083e+06 -9.62833225e+01  1.73780083e+06 -1.45105995e+00  1.73780083e+06 -7.71544603e+01  1.73780083e+06  1.63489662e-03  1.73780083e+06 -6.66563401e+01 
 1.77827941e+06 -9.60087759e+01  1.77827941e+06 -1.46499459e+00  1.77827941e+06 -7.68789898e+01  1.77827941e+06  1.74084506e-03  1.77827941e+06 -6.70760641e+01 
 1.81970086e+06 -9.57360825e+01  1.81970086e+06 -1.47923368e+00  1.81970086e+06 -7.66055121e+01  1.81970086e+06  1.83658780e-03  1.81970086e+06 -6.74985056e+01 
 1.86208714e+06 -9.54652884e+01  1.86208714e+06 -1.49377526e+00  1.86208714e+06 -7.63340739e+01  1.86208714e+06  1.92207459e-03  1.86208714e+06 -6.79193969e+01 
 1.90546072e+06 -9.51964391e+01  1.90546072e+06 -1.50861729e+00  1.90546072e+06 -7.60647216e+01  1.90546072e+06  1.99728332e-03  1.90546072e+06 -6.83331551e+01 
 1.94984460e+06 -9.49295795e+01  1.94984460e+06 -1.52375757e+00  1.94984460e+06 -7.57975008e+01  1.94984460e+06  2.06221920e-03  1.94984460e+06 -6.87326974e+01 
 1.99526231e+06 -9.46647533e+01  1.99526231e+06 -1.53919383e+00  1.99526231e+06 -7.55324564e+01  1.99526231e+06  2.11691392e-03  1.99526231e+06 -6.91093570e+01 
 2.04173794e+06 -9.44020036e+01  2.04173794e+06 -1.55492365e+00  2.04173794e+06 -7.52696328e+01  2.04173794e+06  2.16142455e-03  2.04173794e+06 -6.94529884e+01 
 2.08929613e+06 -9.41413723e+01  2.08929613e+06 -1.57094451e+00  2.08929613e+06 -7.50090733e+01  2.08929613e+06  2.19583234e-03  2.08929613e+06 -6.97523703e+01 
 2.13796209e+06 -9.38829004e+01  2.13796209e+06 -1.58725374e+00  2.13796209e+06 -7.47508206e+01  2.13796209e+06  2.22024137e-03  2.13796209e+06 -6.99959886e+01 
 2.18776162e+06 -9.36266278e+01  2.18776162e+06 -1.60384856e+00  2.18776162e+06 -7.44949164e+01  2.18776162e+06  2.23477708e-03  2.18776162e+06 -7.01731944e+01 
 2.23872114e+06 -9.33725932e+01  2.23872114e+06 -1.62072605e+00  2.23872114e+06 -7.42414014e+01  2.23872114e+06  2.23958469e-03  2.23872114e+06 -7.02755875e+01 
 2.29086765e+06 -9.31208340e+01  2.29086765e+06 -1.63788319e+00  2.29086765e+06 -7.39903154e+01  2.29086765e+06  2.23482760e-03  2.29086765e+06 -7.02983136e+01 
 2.34422882e+06 -9.28713864e+01  2.34422882e+06 -1.65531678e+00  2.34422882e+06 -7.37416968e+01  2.34422882e+06  2.22068562e-03  2.34422882e+06 -7.02408932e+01 
 2.39883292e+06 -9.26242852e+01  2.39883292e+06 -1.67302354e+00  2.39883292e+06 -7.34955831e+01  2.39883292e+06  2.19735319e-03  2.39883292e+06 -7.01073013e+01 
 2.45470892e+06 -9.23795638e+01  2.45470892e+06 -1.69100001e+00  2.45470892e+06 -7.32520105e+01  2.45470892e+06  2.16503764e-03  2.45470892e+06 -6.99052702e+01 
 2.51188643e+06 -9.21372538e+01  2.51188643e+06 -1.70924264e+00  2.51188643e+06 -7.30110138e+01  2.51188643e+06  2.12395728e-03  2.51188643e+06 -6.96450545e+01 
 2.57039578e+06 -9.18973854e+01  2.57039578e+06 -1.72774774e+00  2.57039578e+06 -7.27726263e+01  2.57039578e+06  2.07433962e-03  2.57039578e+06 -6.93380366e+01 
 2.63026799e+06 -9.16599870e+01  2.63026799e+06 -1.74651147e+00  2.63026799e+06 -7.25368800e+01  2.63026799e+06  2.01641954e-03  2.63026799e+06 -6.89955070e+01 
 2.69153480e+06 -9.14250855e+01  2.69153480e+06 -1.76552991e+00  2.69153480e+06 -7.23038055e+01  2.69153480e+06  1.95043748e-03  2.69153480e+06 -6.86278040e+01 
 2.75422870e+06 -9.11927057e+01  2.75422870e+06 -1.78479896e+00  2.75422870e+06 -7.20734313e+01  2.75422870e+06  1.87663772e-03  2.75422870e+06 -6.82438416e+01 
 2.81838293e+06 -9.09628704e+01  2.81838293e+06 -1.80431445e+00  2.81838293e+06 -7.18457848e+01  2.81838293e+06  1.79526663e-03  2.81838293e+06 -6.78509537e+01 
 2.88403150e+06 -9.07356008e+01  2.88403150e+06 -1.82407205e+00  2.88403150e+06 -7.16208912e+01  2.88403150e+06  1.70657104e-03  2.88403150e+06 -6.74549501e+01 
 2.95120923e+06 -9.05109158e+01  2.95120923e+06 -1.84406734e+00  2.95120923e+06 -7.13987742e+01  2.95120923e+06  1.61079670e-03  2.95120923e+06 -6.70602873e+01 
 3.01995172e+06 -9.02888322e+01  3.01995172e+06 -1.86429578e+00  3.01995172e+06 -7.11794554e+01  3.01995172e+06  1.50818673e-03  3.01995172e+06 -6.66702839e+01 
 3.09029543e+06 -9.00693646e+01  3.09029543e+06 -1.88475269e+00  3.09029543e+06 -7.09629547e+01  3.09029543e+06  1.39898023e-03  3.09029543e+06 -6.62873382e+01 
 3.16227766e+06 -8.98525256e+01  3.16227766e+06 -1.90543332e+00  3.16227766e+06 -7.07492898e+01  3.16227766e+06  1.28341097e-03  3.16227766e+06 -6.59131240e+01 
 3.23593657e+06 -8.96383253e+01  3.23593657e+06 -1.92633280e+00  3.23593657e+06 -7.05384766e+01  3.23593657e+06  1.16170611e-03  3.23593657e+06 -6.55487570e+01 
 3.31131121e+06 -8.94267715e+01  3.31131121e+06 -1.94744613e+00  3.31131121e+06 -7.03305286e+01  3.31131121e+06  1.03408513e-03  3.31131121e+06 -6.51949304e+01 
 3.38844156e+06 -8.92178696e+01  3.38844156e+06 -1.96876825e+00  3.38844156e+06 -7.01254574e+01  3.38844156e+06  9.00758703e-04  3.38844156e+06 -6.48520221e+01 
 3.46736850e+06 -8.90116225e+01  3.46736850e+06 -1.99029396e+00  3.46736850e+06 -6.99232721e+01  3.46736850e+06  7.61927813e-04  3.46736850e+06 -6.45201783e+01 
 3.54813389e+06 -8.88080305e+01  3.54813389e+06 -2.01201799e+00  3.54813389e+06 -6.97239798e+01  3.54813389e+06  6.17782848e-04  3.54813389e+06 -6.41993770e+01 
 3.63078055e+06 -8.86070916e+01  3.63078055e+06 -2.03393497e+00  3.63078055e+06 -6.95275852e+01  3.63078055e+06  4.68502840e-04  3.63078055e+06 -6.38894772e+01 
 3.71535229e+06 -8.84088010e+01  3.71535229e+06 -2.05603942e+00  3.71535229e+06 -6.93340905e+01  3.71535229e+06  3.14254777e-04  3.71535229e+06 -6.35902548e+01 
 3.80189396e+06 -8.82131511e+01  3.80189396e+06 -2.07832581e+00  3.80189396e+06 -6.91434955e+01  3.80189396e+06  1.55192984e-04  3.80189396e+06 -6.33014301e+01 
 3.89045145e+06 -8.80201318e+01  3.89045145e+06 -2.10078847e+00  3.89045145e+06 -6.89557977e+01  3.89045145e+06 -8.54141497e-06  3.89045145e+06 -6.30226883e+01 
 3.98107171e+06 -8.78297300e+01  3.98107171e+06 -2.12342168e+00  3.98107171e+06 -6.87709919e+01  3.98107171e+06 -1.76820969e-04  3.98107171e+06 -6.27536937e+01 
 4.07380278e+06 -8.76419301e+01  4.07380278e+06 -2.14621964e+00  4.07380278e+06 -6.85890702e+01  4.07380278e+06 -3.49532318e-04  4.07380278e+06 -6.24941013e+01 
 4.16869383e+06 -8.74567133e+01  4.16869383e+06 -2.16917644e+00  4.16869383e+06 -6.84100222e+01  4.16869383e+06 -5.26576551e-04  4.16869383e+06 -6.22435638e+01 
 4.26579519e+06 -8.72740582e+01  4.26579519e+06 -2.19228614e+00  4.26579519e+06 -6.82338349e+01  4.26579519e+06 -7.07869529e-04  4.26579519e+06 -6.20017382e+01 
 4.36515832e+06 -8.70939401e+01  4.36515832e+06 -2.21554268e+00  4.36515832e+06 -6.80604923e+01  4.36515832e+06 -8.93342159e-04  4.36515832e+06 -6.17682887e+01 
 4.46683592e+06 -8.69163318e+01  4.46683592e+06 -2.23893996e+00  4.46683592e+06 -6.78899759e+01  4.46683592e+06 -1.08294065e-03  4.46683592e+06 -6.15428897e+01 
 4.57088190e+06 -8.67412026e+01  4.57088190e+06 -2.26247180e+00  4.57088190e+06 -6.77222643e+01  4.57088190e+06 -1.27662673e-03  4.57088190e+06 -6.13252276e+01 
 4.67735141e+06 -8.65685192e+01  4.67735141e+06 -2.28613196e+00  4.67735141e+06 -6.75573331e+01  4.67735141e+06 -1.47437787e-03  4.67735141e+06 -6.11150014e+01 
 4.78630092e+06 -8.63982449e+01  4.78630092e+06 -2.30991414e+00  4.78630092e+06 -6.73951551e+01  4.78630092e+06 -1.67618747e-03  4.78630092e+06 -6.09119236e+01 
 4.89778819e+06 -8.62303404e+01  4.89778819e+06 -2.33381198e+00  4.89778819e+06 -6.72357002e+01  4.89778819e+06 -1.88206507e-03  4.89778819e+06 -6.07157199e+01 
 5.01187234e+06 -8.60647629e+01  5.01187234e+06 -2.35781908e+00  5.01187234e+06 -6.70789353e+01  5.01187234e+06 -2.09203654e-03  5.01187234e+06 -6.05261292e+01 
 5.12861384e+06 -8.59014667e+01  5.12861384e+06 -2.38192898e+00  5.12861384e+06 -6.69248245e+01  5.12861384e+06 -2.30614429e-03  5.12861384e+06 -6.03429031e+01 
 5.24807460e+06 -8.57404032e+01  5.24807460e+06 -2.40613519e+00  5.24807460e+06 -6.67733287e+01  5.24807460e+06 -2.52444747e-03  5.24807460e+06 -6.01658056e+01 
 5.37031796e+06 -8.55815207e+01  5.37031796e+06 -2.43043116e+00  5.37031796e+06 -6.66244058e+01  5.37031796e+06 -2.74702225e-03  5.37031796e+06 -5.99946126e+01 
 5.49540874e+06 -8.54247643e+01  5.49540874e+06 -2.45481034e+00  5.49540874e+06 -6.64780110e+01  5.49540874e+06 -2.97396202e-03  5.49540874e+06 -5.98291110e+01 
 5.62341325e+06 -8.52700765e+01  5.62341325e+06 -2.47926612e+00  5.62341325e+06 -6.63340963e+01  5.62341325e+06 -3.20537770e-03  5.62341325e+06 -5.96690982e+01 
 5.75439937e+06 -8.51173966e+01  5.75439937e+06 -2.50379188e+00  5.75439937e+06 -6.61926108e+01  5.75439937e+06 -3.44139803e-03  5.75439937e+06 -5.95143814e+01 
 5.88843655e+06 -8.49666613e+01  5.88843655e+06 -2.52838099e+00  5.88843655e+06 -6.60535005e+01  5.88843655e+06 -3.68216989e-03  5.88843655e+06 -5.93647771e+01 
 6.02559586e+06 -8.48178044e+01  6.02559586e+06 -2.55302678e+00  6.02559586e+06 -6.59167089e+01  6.02559586e+06 -3.92785866e-03  6.02559586e+06 -5.92201105e+01 
 6.16595002e+06 -8.46707570e+01  6.16595002e+06 -2.57772259e+00  6.16595002e+06 -6.57821762e+01  6.16595002e+06 -4.17864863e-03  6.16595002e+06 -5.90802146e+01 
 6.30957344e+06 -8.45254476e+01  6.30957344e+06 -2.60246175e+00  6.30957344e+06 -6.56498402e+01  6.30957344e+06 -4.43474339e-03  6.30957344e+06 -5.89449299e+01 
 6.45654229e+06 -8.43818023e+01  6.45654229e+06 -2.62723759e+00  6.45654229e+06 -6.55196356e+01  6.45654229e+06 -4.69636627e-03  6.45654229e+06 -5.88141040e+01 
 6.60693448e+06 -8.42397449e+01  6.60693448e+06 -2.65204345e+00  6.60693448e+06 -6.53914947e+01  6.60693448e+06 -4.96376086e-03  6.60693448e+06 -5.86875905e+01 
 6.76082975e+06 -8.40991968e+01  6.76082975e+06 -2.67687266e+00  6.76082975e+06 -6.52653471e+01  6.76082975e+06 -5.23719150e-03  6.76082975e+06 -5.85652495e+01 
 6.91830971e+06 -8.39600774e+01  6.91830971e+06 -2.70171859e+00  6.91830971e+06 -6.51411199e+01  6.91830971e+06 -5.51694383e-03  6.91830971e+06 -5.84469460e+01 
 7.07945784e+06 -8.38223041e+01  7.07945784e+06 -2.72657460e+00  7.07945784e+06 -6.50187380e+01  7.07945784e+06 -5.80332538e-03  7.07945784e+06 -5.83325506e+01 
 7.24435960e+06 -8.36857926e+01  7.24435960e+06 -2.75143408e+00  7.24435960e+06 -6.48981237e+01  7.24435960e+06 -6.09666617e-03  7.24435960e+06 -5.82219384e+01 
 7.41310241e+06 -8.35504571e+01  7.41310241e+06 -2.77629043e+00  7.41310241e+06 -6.47791975e+01  7.41310241e+06 -6.39731939e-03  7.41310241e+06 -5.81149890e+01 
 7.58577575e+06 -8.34162100e+01  7.58577575e+06 -2.80113710e+00  7.58577575e+06 -6.46618777e+01  7.58577575e+06 -6.70566207e-03  7.58577575e+06 -5.80115862e+01 
 7.76247117e+06 -8.32829630e+01  7.76247117e+06 -2.82596755e+00  7.76247117e+06 -6.45460806e+01  7.76247117e+06 -7.02209579e-03  7.76247117e+06 -5.79116175e+01 
 7.94328235e+06 -8.31506263e+01  7.94328235e+06 -2.85077526e+00  7.94328235e+06 -6.44317210e+01  7.94328235e+06 -7.34704747e-03  7.94328235e+06 -5.78149741e+01 
 8.12830516e+06 -8.30191095e+01  8.12830516e+06 -2.87555377e+00  8.12830516e+06 -6.43187120e+01  8.12830516e+06 -7.68097016e-03  8.12830516e+06 -5.77215506e+01 
 8.31763771e+06 -8.28883217e+01  8.31763771e+06 -2.90029662e+00  8.31763771e+06 -6.42069651e+01  8.31763771e+06 -8.02434387e-03  8.31763771e+06 -5.76312447e+01 
 8.51138038e+06 -8.27581713e+01  8.51138038e+06 -2.92499742e+00  8.51138038e+06 -6.40963910e+01  8.51138038e+06 -8.37767649e-03  8.51138038e+06 -5.75439574e+01 
 8.70963590e+06 -8.26285668e+01  8.70963590e+06 -2.94964980e+00  8.70963590e+06 -6.39868988e+01  8.70963590e+06 -8.74150464e-03  8.70963590e+06 -5.74595922e+01 
 8.91250938e+06 -8.24994165e+01  8.91250938e+06 -2.97424742e+00  8.91250938e+06 -6.38783970e+01  8.91250938e+06 -9.11639475e-03  8.91250938e+06 -5.73780556e+01 
 9.12010839e+06 -8.23706293e+01  9.12010839e+06 -2.99878401e+00  9.12010839e+06 -6.37707933e+01  9.12010839e+06 -9.50294400e-03  9.12010839e+06 -5.72992567e+01 
 9.33254301e+06 -8.22421142e+01  9.33254301e+06 -3.02325331e+00  9.33254301e+06 -6.36639947e+01  9.33254301e+06 -9.90178143e-03  9.33254301e+06 -5.72231069e+01 
 9.54992586e+06 -8.21137812e+01  9.54992586e+06 -3.04764914e+00  9.54992586e+06 -6.35579083e+01  9.54992586e+06 -1.03135691e-02  9.54992586e+06 -5.71495202e+01 
 9.77237221e+06 -8.19855412e+01  9.77237221e+06 -3.07196533e+00  9.77237221e+06 -6.34524404e+01  9.77237221e+06 -1.07390032e-02  9.77237221e+06 -5.70784130e+01 
 1.00000000e+07 -8.18573061e+01  1.00000000e+07 -3.09619580e+00  1.00000000e+07 -6.33474979e+01  1.00000000e+07 -1.11788153e-02  1.00000000e+07 -5.70097039e+01 
 1.02329299e+07 -8.17289892e+01  1.02329299e+07 -3.12033448e+00  1.02329299e+07 -6.32429876e+01  1.02329299e+07 -1.16337739e-02  1.02329299e+07 -5.69433136e+01 
 1.04712855e+07 -8.16005057e+01  1.04712855e+07  3.13880991e+00  1.04712855e+07 -6.31388168e+01  1.04712855e+07 -1.21046855e-02  1.04712855e+07 -5.68791651e+01 
 1.07151931e+07 -8.14717720e+01  1.07151931e+07  3.11487269e+00  1.07151931e+07 -6.30348934e+01  1.07151931e+07 -1.25923962e-02  1.07151931e+07 -5.68171833e+01 
 1.09647820e+07 -8.13427069e+01  1.09647820e+07  3.09104505e+00  1.09647820e+07 -6.29311263e+01  1.09647820e+07 -1.30977934e-02  1.09647820e+07 -5.67572955e+01 
 1.12201845e+07 -8.12132313e+01  1.12201845e+07  3.06733277e+00  1.12201845e+07 -6.28274252e+01  1.12201845e+07 -1.36218069e-02  1.12201845e+07 -5.66994306e+01 
 1.14815362e+07 -8.10832681e+01  1.14815362e+07  3.04374160e+00  1.14815362e+07 -6.27237011e+01  1.14815362e+07 -1.41654114e-02  1.14815362e+07 -5.66435199e+01 
 1.17489755e+07 -8.09527431e+01  1.17489755e+07  3.02027717e+00  1.17489755e+07 -6.26198663e+01  1.17489755e+07 -1.47296276e-02  1.17489755e+07 -5.65894962e+01 
 1.20226443e+07 -8.08215844e+01  1.20226443e+07  2.99694506e+00  1.20226443e+07 -6.25158348e+01  1.20226443e+07 -1.53155244e-02  1.20226443e+07 -5.65372945e+01 
 1.23026877e+07 -8.06897231e+01  1.23026877e+07  2.97375075e+00  1.23026877e+07 -6.24115222e+01  1.23026877e+07 -1.59242209e-02  1.23026877e+07 -5.64868515e+01 
 1.25892541e+07 -8.05570929e+01  1.25892541e+07  2.95069960e+00  1.25892541e+07 -6.23068463e+01  1.25892541e+07 -1.65568885e-02  1.25892541e+07 -5.64381058e+01 
 1.28824955e+07 -8.04236308e+01  1.28824955e+07  2.92779691e+00  1.28824955e+07 -6.22017269e+01  1.28824955e+07 -1.72147530e-02  1.28824955e+07 -5.63909977e+01 
 1.31825674e+07 -8.02892767e+01  1.31825674e+07  2.90504782e+00  1.31825674e+07 -6.20960858e+01  1.31825674e+07 -1.78990969e-02  1.31825674e+07 -5.63454695e+01 
 1.34896288e+07 -8.01539737e+01  1.34896288e+07  2.88245740e+00  1.34896288e+07 -6.19898477e+01  1.34896288e+07 -1.86112623e-02  1.34896288e+07 -5.63014648e+01 
 1.38038426e+07 -8.00176681e+01  1.38038426e+07  2.86003054e+00  1.38038426e+07 -6.18829395e+01  1.38038426e+07 -1.93526525e-02  1.38038426e+07 -5.62589292e+01 
 1.41253754e+07 -7.98803096e+01  1.41253754e+07  2.83777204e+00  1.41253754e+07 -6.17752911e+01  1.41253754e+07 -2.01247359e-02  1.41253754e+07 -5.62178098e+01 
 1.44543977e+07 -7.97418511e+01  1.44543977e+07  2.81568653e+00  1.44543977e+07 -6.16668352e+01  1.44543977e+07 -2.09290479e-02  1.44543977e+07 -5.61780552e+01 
 1.47910839e+07 -7.96022488e+01  1.47910839e+07  2.79377849e+00  1.47910839e+07 -6.15575074e+01  1.47910839e+07 -2.17671942e-02  1.47910839e+07 -5.61396157e+01 
 1.51356125e+07 -7.94614624e+01  1.51356125e+07  2.77205222e+00  1.51356125e+07 -6.14472464e+01  1.51356125e+07 -2.26408539e-02  1.51356125e+07 -5.61024430e+01 
 1.54881662e+07 -7.93194547e+01  1.54881662e+07  2.75051188e+00  1.54881662e+07 -6.13359944e+01  1.54881662e+07 -2.35517829e-02  1.54881662e+07 -5.60664902e+01 
